crop_idx,soil_idx,irrigation,day_of_year,rain_7d,has_dry_gap,temp_mean,success
1,2,1,164,16.3,1,30.6,1
4,2,0,175,48.3,0,34.2,1
0,1,0,199,29.1,1,25.2,0
2,0,1,125,36.6,1,31.2,1
3,0,0,304,8.3,0,20.7,0
4,0,0,181,40.3,0,32.0,1
1,1,0,174,1.6,1,27.2,0
2,0,1,187,119.7,0,28.8,0
2,1,1,211,49.5,0,28.2,1
2,0,0,226,18.5,0,28.2,0
1,0,0,187,2.5,1,26.5,0
2,2,1,191,3.4,0,23.3,1
2,1,0,162,51.3,0,27.3,0
0,1,1,170,41.5,1,21.7,1
0,2,0,166,20.7,0,30.9,1
1,1,0,208,12.3,0,29.7,0
3,2,1,334,19.9,0,21.3,1
0,2,1,218,11.2,0,29.5,0
1,1,1,207,66.8,0,25.9,1
3,2,0,351,22.5,0,25.3,1
2,2,0,206,2.9,1,27.7,0
3,2,0,307,0.9,1,21.1,0
2,1,0,186,22.1,1,28.6,0
2,1,0,142,6.3,0,31.5,0
3,0,0,331,8.7,1,19.9,1
1,2,0,175,71.5,1,27.5,1
4,2,1,185,125.4,1,25.7,1
3,2,0,347,16.2,1,22.7,0
3,1,0,328,0.8,0,21.2,0
4,2,0,179,14.9,0,32.6,0
3,1,0,343,4.8,0,22.4,0
0,0,0,243,3.4,1,22.7,0
1,2,0,187,27.0,1,23.0,1
3,2,0,308,20.3,0,23.7,1
3,2,0,325,15.9,0,19.4,1
1,1,1,201,56.8,0,26.5,1
1,2,0,203,23.1,1,26.5,1
2,0,0,259,8.5,1,32.7,0
2,0,0,181,5.2,1,31.0,0
3,0,0,357,0.3,1,15.6,0
4,0,0,180,114.3,0,27.3,1
4,1,0,192,15.2,1,30.7,0
4,0,0,160,82.2,0,29.0,1
0,1,0,177,12.0,1,29.9,0
1,0,0,174,62.3,1,27.7,0
2,2,1,190,45.9,1,28.8,1
2,2,0,223,10.1,0,29.5,0
2,2,0,148,56.4,0,28.4,1
3,2,0,345,17.6,0,19.9,0
0,2,1,173,12.1,0,28.4,0
2,1,0,204,38.8,1,29.4,1
2,2,0,216,16.0,0,25.1,1
3,2,0,317,0.5,1,18.8,0
1,2,1,167,9.5,0,22.3,1
4,0,1,216,16.3,1,31.3,1
3,2,0,306,6.3,1,19.0,1
2,0,0,154,4.4,1,24.3,0
3,1,1,315,2.1,0,21.9,0
0,1,0,176,4.6,1,31.6,0
2,2,0,140,1.1,1,32.3,0
1,1,0,200,17.8,1,28.7,0
0,2,0,188,28.5,1,25.9,1
0,1,0,242,0.3,1,28.5,0
1,2,0,143,14.3,1,34.6,0
2,0,1,194,50.0,0,30.6,1
2,1,1,166,28.1,0,25.0,1
2,2,0,162,15.7,0,27.3,0
0,1,1,156,10.9,0,27.5,0
2,2,0,145,22.0,0,30.1,0
4,2,1,216,19.9,1,30.0,1
3,1,0,335,6.0,1,20.1,0
3,2,0,349,10.5,0,27.8,0
4,1,0,157,51.5,1,29.0,0
0,0,1,203,33.0,0,24.8,0
3,2,1,338,18.9,0,24.3,1
0,0,0,236,7.0,1,27.6,0
2,0,0,182,34.8,1,28.4,1
1,0,0,159,2.7,0,26.5,0
3,1,1,306,20.8,0,17.0,1
1,1,0,157,10.9,0,26.6,0
1,2,1,196,7.4,1,25.9,1
2,1,0,150,23.3,0,27.9,1
3,1,0,319,13.9,0,22.2,1
0,0,0,174,33.3,1,31.3,0
2,2,0,172,20.7,1,24.4,0
3,1,0,315,1.9,0,20.8,0
1,2,1,116,32.6,1,26.3,0
0,1,0,130,53.1,0,27.3,1
0,0,0,117,55.6,0,31.1,0
0,0,0,154,9.1,1,26.9,0
3,2,0,313,50.8,0,20.8,0
1,1,1,152,7.9,0,28.2,0
4,0,1,203,24.3,0,29.0,0
1,1,1,174,3.1,0,25.3,1
3,2,0,327,12.1,0,24.8,0
0,1,1,167,31.5,1,29.7,1
3,0,0,325,3.7,0,23.3,0
1,0,0,219,1.7,0,25.1,0
3,1,0,320,15.0,0,21.2,0
3,0,0,324,4.2,0,21.3,0
2,0,0,163,8.1,0,28.6,0
1,2,0,188,10.1,1,28.7,0
2,0,1,150,73.8,0,28.5,1
0,1,1,156,2.9,1,29.0,1
1,0,1,122,3.9,1,28.1,0
4,1,1,129,35.9,0,31.0,1
4,1,0,197,7.1,0,31.4,0
1,2,0,160,53.8,0,29.6,1
0,2,1,226,16.1,1,31.9,1
1,0,0,167,8.7,1,30.2,0
4,1,1,202,106.1,1,24.3,1
4,1,0,183,4.9,1,20.7,0
1,1,1,184,14.8,0,21.7,0
3,0,0,301,63.2,0,24.9,1
1,0,0,172,87.9,0,28.5,0
2,2,0,158,24.7,1,29.2,0
3,0,0,330,25.2,0,24.3,1
2,2,0,194,22.5,0,27.9,1
1,2,1,184,42.4,1,27.4,1
0,1,1,166,32.1,0,27.4,1
4,2,0,149,17.8,1,28.2,0
2,2,0,190,70.1,0,25.7,1
3,2,1,313,1.2,0,22.7,0
1,2,0,184,66.9,0,20.6,1
3,0,0,321,6.2,0,20.5,0
3,1,1,301,0.6,1,22.8,0
3,0,0,347,4.2,0,18.8,0
4,0,0,215,0.4,1,23.0,0
2,1,0,178,105.9,0,33.3,0
4,0,0,231,9.2,1,24.2,0
0,2,0,172,29.3,1,28.6,1
4,1,1,173,8.8,1,29.0,0
4,1,0,170,30.9,1,26.7,1
1,2,0,157,23.7,1,29.1,0
1,0,0,194,6.2,0,26.7,0
4,2,0,236,66.1,0,26.2,0
4,1,0,166,82.4,1,29.7,1
2,0,0,142,1.9,1,26.6,0
4,1,0,183,34.4,1,26.1,0
3,1,0,302,68.1,0,20.8,1
3,1,1,309,2.0,1,18.5,1
4,0,0,222,17.6,1,24.8,1
3,1,0,316,0.3,0,16.9,0
0,2,0,195,52.3,0,27.1,1
2,2,0,191,3.9,1,25.0,0
1,2,0,199,0.7,1,27.2,0
0,1,1,175,9.7,0,29.3,1
0,1,1,194,2.0,1,26.8,0
0,2,0,165,1.8,1,29.7,0
1,1,0,167,2.1,1,28.1,0
3,1,1,294,11.5,0,25.4,1
0,2,0,139,50.1,0,26.3,1
3,0,1,330,1.5,0,20.3,1
3,0,0,348,22.2,0,21.6,1
4,1,0,165,46.3,0,28.6,1
0,0,1,185,5.1,1,25.8,1
0,2,0,164,17.5,1,27.1,0
2,1,1,189,9.5,0,28.6,0
3,0,0,334,4.9,1,21.3,0
0,1,0,238,24.6,1,27.7,1
0,0,0,171,2.2,1,30.6,0
2,1,1,197,21.1,1,29.2,0
2,1,0,216,10.2,1,31.2,0
3,0,0,331,5.3,1,19.2,0
1,2,1,192,43.2,0,29.6,1
2,0,0,159,9.8,0,29.4,0
3,0,1,308,17.5,1,24.5,0
3,2,1,288,0.7,1,25.3,0
3,2,1,276,3.3,0,18.1,1
4,0,1,178,23.3,0,29.1,1
4,2,0,187,79.9,1,34.4,1
3,0,0,320,1.1,0,17.3,0
1,1,0,200,45.1,1,27.5,0
4,0,0,178,25.5,0,29.0,1
4,1,0,197,9.5,1,31.0,0
0,1,0,173,4.3,1,25.6,0
4,0,0,154,5.2,0,32.1,0
4,2,0,189,19.2,1,30.4,0
4,1,1,187,29.5,0,27.9,1
0,0,0,196,19.7,1,34.3,0
2,1,1,182,32.0,1,27.9,1
3,2,0,295,15.7,1,20.6,0
4,0,0,231,15.3,0,26.2,0
4,2,0,162,7.1,0,31.2,0
0,2,0,166,3.7,1,28.5,0
3,0,0,293,13.7,0,19.6,1
3,0,0,316,0.2,1,20.7,0
2,0,0,204,3.6,1,23.5,0
2,0,1,199,11.4,1,29.9,0
1,0,1,183,19.4,0,28.1,1
4,2,0,177,6.6,1,28.3,0
2,2,0,226,9.8,1,29.6,0
3,0,0,316,20.6,0,18.6,1
0,0,0,163,63.0,0,20.3,1
3,2,0,334,2.5,0,25.0,0
4,2,1,224,22.8,0,28.1,1
0,2,0,168,41.3,1,25.8,1
0,2,1,175,13.2,1,27.6,0
2,0,1,174,48.6,1,27.4,1
0,2,1,203,39.1,0,25.7,1
2,0,0,227,36.3,1,26.6,1
0,0,0,178,85.4,0,35.3,1
4,1,1,160,2.1,1,29.7,0
3,0,0,322,0.1,0,26.2,0
2,1,0,161,24.2,0,31.2,0
4,1,0,142,61.4,0,23.6,1
2,2,1,164,1.8,1,28.4,0
3,2,0,330,35.9,1,21.0,0
0,0,0,193,115.2,0,30.9,1
3,2,1,317,1.2,1,23.6,0
3,1,0,332,1.3,0,30.3,0
0,1,1,151,131.2,0,27.1,1
2,2,0,146,20.9,0,27.1,0
4,2,0,174,8.9,1,28.9,0
1,1,0,191,5.1,1,32.3,0
1,0,0,146,25.5,1,25.7,0
3,1,0,318,11.9,0,21.7,1
2,0,1,186,21.7,0,33.7,1
3,0,1,295,2.7,0,23.5,1
3,1,1,293,20.4,1,20.0,0
0,0,0,158,18.5,1,28.3,0
1,2,1,151,18.0,1,27.3,0
3,2,1,332,3.1,0,20.1,0
0,1,0,130,43.6,0,26.2,1
2,1,0,174,27.8,1,29.1,0
4,2,1,165,45.9,0,25.5,1
0,0,0,188,45.3,1,27.2,0
3,0,1,311,6.1,1,24.1,0
4,1,0,161,42.4,0,29.7,1
4,0,1,168,35.9,0,30.8,1
3,2,0,318,62.7,0,18.9,1
2,2,1,153,14.2,1,31.4,1
3,0,0,341,2.3,1,22.3,0
2,2,0,142,52.1,0,33.8,1
2,2,0,192,34.2,1,23.3,0
0,2,1,168,15.8,0,29.4,0
1,2,0,171,61.4,1,36.1,0
0,1,0,207,23.6,0,26.6,1
0,2,0,197,34.2,1,30.3,0
2,2,0,176,26.3,0,30.1,1
1,0,0,192,77.0,0,29.3,0
0,2,0,205,6.8,1,30.2,0
4,2,0,162,22.1,1,29.5,0
2,2,0,121,69.3,0,25.1,1
1,0,0,168,42.4,0,31.2,1
3,0,1,328,49.2,0,20.6,1
1,0,1,180,65.8,1,22.7,1
3,0,0,317,3.9,1,23.9,0
1,2,1,158,28.9,1,31.8,1
1,1,0,183,3.8,1,29.8,0
4,2,1,218,1.1,0,30.0,1
4,0,0,211,64.9,0,24.4,1
4,2,0,160,52.9,1,30.3,0
4,2,0,212,52.0,0,27.2,1
3,1,1,321,1.1,0,18.4,1
1,1,0,158,36.3,0,24.7,1
1,2,1,149,1.4,1,26.0,0
3,1,0,315,1.6,0,19.9,1
0,0,0,187,33.7,1,30.4,0
1,0,0,208,45.0,0,24.4,0
0,0,0,184,36.4,1,31.5,0
3,0,1,276,18.3,0,18.3,0
1,2,0,194,2.1,0,22.3,0
1,2,0,125,7.4,1,32.0,0
4,2,0,219,38.8,0,31.7,1
4,1,0,164,10.2,0,29.9,0
1,1,0,258,12.5,1,27.5,0
2,2,1,177,53.4,0,35.2,1
1,2,1,194,9.9,1,26.1,0
0,1,1,190,29.2,0,34.6,1
2,2,0,184,1.7,0,26.4,0
1,0,0,182,18.6,1,26.8,0
3,1,0,335,28.1,0,23.8,1
0,1,0,200,7.8,1,28.0,0
1,1,0,188,23.2,1,23.5,1
1,1,1,202,42.3,1,26.6,1
4,0,0,175,156.5,1,30.5,1
2,2,0,187,43.7,0,31.0,1
3,2,1,313,13.0,1,18.3,0
1,2,0,174,0.5,1,25.1,0
4,0,0,161,17.1,1,25.0,0
1,1,0,182,20.6,1,27.4,0
2,0,0,216,11.6,1,32.6,0
2,0,0,184,95.4,0,31.1,1
4,0,0,199,14.2,0,28.3,1
3,0,0,300,2.4,0,24.7,0
4,0,0,139,13.4,0,22.2,1
2,1,1,184,39.2,0,28.0,1
2,1,1,176,1.7,0,31.2,1
1,1,1,215,40.2,0,24.7,1
2,1,0,178,44.7,0,30.0,1
2,1,0,198,26.4,1,27.4,0
3,2,0,307,4.0,0,18.1,0
2,2,0,215,19.8,1,26.3,0
3,1,0,320,5.8,0,28.1,0
1,0,0,159,28.5,1,26.0,0
1,0,1,188,92.7,0,32.1,0
1,2,0,146,34.5,0,33.2,1
2,0,0,195,4.7,0,34.5,0
4,2,0,155,42.0,0,32.1,1
1,2,0,171,9.3,1,27.1,0
0,0,0,194,0.8,1,30.2,0
1,0,1,174,21.3,0,29.2,1
2,0,1,211,11.1,1,28.6,0
4,1,1,212,28.9,1,18.7,0
4,2,0,239,48.7,0,23.2,0
3,1,0,306,9.6,1,21.1,1
4,2,0,152,71.8,0,28.1,1
1,0,0,180,23.9,0,23.6,0
1,0,0,197,45.4,0,21.4,1
3,0,1,324,0.2,0,22.5,0
0,1,1,183,56.5,0,29.8,1
1,0,0,203,1.4,0,26.7,0
3,2,1,314,29.6,1,20.2,1
1,2,1,179,166.4,0,33.5,1
4,2,0,177,18.9,1,26.1,0
3,0,1,294,24.9,1,23.0,1
1,2,1,247,14.0,1,27.7,0
0,2,0,143,62.2,1,32.6,0
0,1,0,221,132.7,1,26.4,0
4,1,1,185,4.8,1,32.0,1
0,0,0,160,11.8,0,28.3,0
3,1,0,346,5.7,0,21.0,0
2,0,0,193,18.4,0,28.4,1
2,1,0,199,63.1,0,28.6,0
1,2,1,172,3.2,0,30.4,0
4,0,1,151,111.0,0,22.6,1
4,2,0,159,44.8,1,32.2,0
1,0,0,204,31.1,0,24.8,0
3,1,1,317,8.5,0,24.0,1
0,0,1,187,1.0,0,32.4,0
3,2,0,333,3.3,0,17.3,0
0,2,0,170,6.6,0,30.2,1
2,0,0,260,4.9,0,24.9,0
1,2,0,128,38.8,1,24.9,1
2,1,0,177,8.7,0,28.4,0
1,1,0,196,78.4,0,25.9,1
1,0,0,213,29.8,1,24.2,0
2,2,1,211,33.6,1,24.0,0
0,0,1,157,34.0,1,23.4,1
3,2,0,312,1.6,1,23.6,0
2,1,0,153,37.3,1,28.9,1
1,0,0,143,77.5,1,26.1,0
2,2,0,229,17.0,1,24.6,1
4,2,1,189,11.0,1,34.1,0
0,1,1,198,40.5,0,29.1,1
4,0,0,199,112.6,0,30.6,1
1,0,0,166,2.5,0,29.0,0
1,1,0,191,19.1,1,23.7,0
1,2,0,176,93.9,0,31.6,1
2,2,1,220,77.5,1,22.9,1
2,1,0,224,122.5,1,27.7,1
3,0,0,342,3.8,0,24.7,1
0,1,1,221,25.3,0,27.8,1
3,1,0,336,2.0,0,23.5,1
0,0,1,151,8.1,1,28.9,0
3,0,1,286,13.4,1,21.1,1
2,2,0,213,6.6,1,25.5,0
1,0,0,214,12.1,1,27.3,0
2,0,1,207,18.8,0,32.6,0
2,0,0,145,138.0,1,25.1,1
4,0,1,207,80.7,0,21.3,1
1,0,1,130,163.8,0,23.6,1
2,2,1,208,15.8,1,26.4,0
3,1,0,298,2.2,1,20.8,0
1,1,0,155,0.1,0,23.7,0
3,0,0,325,13.8,0,20.2,0
3,2,1,322,34.7,0,21.1,0
0,2,1,195,40.4,0,22.8,1
3,1,1,281,7.5,0,17.1,0
3,2,0,325,16.6,0,20.9,1
1,0,0,152,18.5,1,32.3,0
1,0,0,174,55.9,1,22.4,1
0,1,0,163,23.3,1,22.1,1
0,0,0,181,64.1,0,25.1,1
1,0,1,145,3.4,1,24.0,0
0,1,0,208,129.3,1,24.6,1
1,2,0,158,50.2,0,27.2,0
1,2,1,186,9.7,1,27.1,0
1,2,0,143,0.6,1,30.7,0
0,2,0,180,24.1,0,24.4,1
2,0,1,189,14.7,1,26.9,1
0,2,0,129,63.5,0,30.7,1
4,0,1,189,13.3,1,21.6,0
4,1,0,204,39.9,0,27.8,1
1,0,0,140,67.4,1,28.7,0
2,0,0,178,17.8,1,27.5,0
2,1,0,163,8.6,1,30.4,0
2,0,0,144,2.3,1,26.0,0
0,0,0,204,94.9,0,31.2,0
4,2,1,197,37.1,0,20.6,1
4,0,0,167,0.2,1,26.0,0
4,2,1,200,9.9,1,28.0,0
1,2,1,183,1.5,1,26.7,0
3,0,0,320,3.8,1,17.8,0
2,1,1,138,7.5,0,24.3,1
2,0,1,162,64.7,0,27.2,1
2,1,1,149,30.3,1,23.2,1
3,0,0,312,19.8,1,19.2,0
1,1,0,173,16.6,1,27.3,1
4,1,0,183,32.6,0,29.8,0
3,0,1,321,8.9,0,13.0,1
3,0,1,286,1.7,1,22.1,0
3,1,1,296,6.6,1,22.1,0
4,0,1,209,13.9,0,27.6,0
3,2,0,345,19.8,0,17.7,0
0,0,0,164,205.4,1,28.1,0
2,1,0,195,34.9,1,32.4,1
1,2,0,184,11.6,0,28.5,1
0,0,0,209,26.5,1,23.8,1
1,0,0,183,12.6,1,35.3,0
0,1,1,192,24.5,0,23.4,1
1,1,0,155,25.4,1,25.9,1
3,1,1,331,27.1,1,24.3,0
4,2,0,161,104.8,0,26.8,1
4,0,0,228,74.7,0,30.6,1
2,1,0,214,18.6,1,26.6,0
4,2,1,181,8.2,0,25.0,0
3,1,1,323,0.5,1,19.0,1
2,0,1,178,32.3,1,36.0,0
0,2,0,162,46.0,1,26.7,1
3,2,0,267,28.6,0,20.9,0
3,0,0,366,34.2,1,22.7,0
0,1,0,202,25.8,1,27.9,0
4,0,1,203,3.0,1,29.5,1
1,0,1,147,17.1,1,30.5,0
3,2,1,348,15.0,1,18.1,0
2,0,1,145,21.2,1,25.2,1
1,2,1,189,2.1,1,27.8,0
1,1,0,182,20.1,1,31.1,0
4,1,1,187,5.4,1,21.3,0
0,2,1,209,26.7,0,26.3,1
2,1,0,172,5.5,1,19.4,0
0,2,1,148,8.7,0,29.4,1
1,2,0,188,33.4,0,23.6,1
2,1,0,174,37.1,0,31.0,0
0,0,0,192,11.6,0,30.2,1
4,2,0,172,38.8,0,26.8,1
4,2,0,154,42.0,1,25.5,0
4,0,1,120,32.5,1,28.7,1
2,2,0,185,14.0,1,31.4,1
3,2,1,306,3.7,0,23.6,0
4,0,0,195,47.0,1,30.5,1
4,1,1,192,32.6,1,31.2,1
0,0,1,135,11.1,0,26.0,0
0,1,0,186,20.7,1,28.0,0
1,0,0,155,15.4,1,26.9,0
0,2,0,182,41.9,0,18.7,1
2,0,0,163,76.2,1,21.4,0
2,1,0,191,139.2,0,28.2,1
1,0,0,184,9.3,0,25.4,0
2,1,0,174,98.8,1,23.3,1
2,2,1,157,4.7,0,23.7,0
3,1,0,353,10.5,1,14.9,0
1,2,0,212,9.2,1,22.8,0
0,2,0,196,1.3,1,26.5,0
3,2,0,303,34.7,1,24.8,1
1,0,0,215,14.0,1,23.7,0
3,1,0,332,35.5,1,19.2,1
3,1,1,342,31.3,0,27.7,1
4,1,0,159,65.3,0,19.5,1
1,0,0,157,38.9,0,24.6,0
3,2,1,315,4.7,1,25.5,0
1,1,0,171,77.7,0,26.1,1
0,1,0,213,30.9,1,27.1,1
1,0,1,154,16.8,0,27.5,1
3,1,1,351,38.9,0,23.0,1
0,1,0,168,2.3,1,18.3,0
1,1,0,171,1.0,1,29.9,0
3,1,1,332,2.1,1,22.3,0
2,2,1,210,5.7,1,28.4,0
3,1,0,300,14.9,0,16.9,1
2,0,0,216,77.0,0,31.1,1
0,0,0,211,1.3,0,29.1,0
0,1,1,162,45.1,0,26.0,0
1,2,0,191,29.9,1,32.5,1
2,0,0,196,25.7,1,36.3,1
1,1,0,189,5.2,1,27.9,0
2,2,0,204,25.4,1,26.8,0
3,1,1,317,40.5,1,13.3,0
0,0,1,157,42.3,0,33.6,1
4,0,0,173,29.8,0,29.9,1
1,2,0,194,94.8,0,25.9,1
2,2,0,166,20.6,1,29.0,0
4,0,0,192,73.1,1,21.6,1
4,0,0,216,3.0,0,26.4,0
2,1,0,147,8.2,1,33.2,0
4,2,1,173,5.2,0,27.3,0
0,0,0,166,59.1,0,28.8,1
2,2,0,177,17.4,0,27.3,1
1,0,0,136,25.9,1,29.2,0
0,1,0,189,65.3,1,27.5,0
0,1,0,202,14.0,1,29.0,0
4,0,1,217,80.8,0,19.3,1
4,1,0,167,18.2,1,29.1,0
4,1,1,189,9.2,1,29.9,0
4,2,0,115,14.3,1,23.0,0
4,2,0,190,32.0,1,26.9,0
0,1,1,156,18.1,1,26.0,0
2,0,0,181,6.2,1,33.9,0
3,0,0,312,7.1,0,23.7,1
4,2,1,156,5.5,0,29.3,0
3,1,1,355,33.2,1,19.8,1
1,1,0,218,3.8,1,28.1,0
4,0,0,193,23.6,0,24.7,0
2,0,0,187,6.9,1,21.8,0
0,1,0,143,70.6,1,24.9,1
4,2,0,180,33.8,0,31.9,0
4,2,0,186,42.3,0,28.1,1
4,0,1,167,73.5,0,28.3,0
4,2,1,184,8.9,0,22.7,0
2,0,0,177,92.2,0,30.5,0
3,0,1,318,26.1,0,18.1,1
0,2,0,166,4.7,1,22.1,0
3,0,0,305,3.1,0,26.3,0
0,2,0,173,62.6,0,31.3,1
3,2,0,334,1.3,0,19.3,0
4,0,0,203,75.8,0,25.6,1
3,2,0,331,1.3,0,11.7,0
0,0,0,177,3.8,1,29.6,0
2,1,0,133,38.5,1,26.8,0
1,2,1,154,2.7,1,26.6,0
4,1,1,157,173.7,0,31.3,1
0,2,1,188,123.5,0,36.0,1
0,1,0,178,102.1,0,28.3,0
1,1,1,237,24.6,1,26.9,1
3,0,1,302,1.3,1,16.7,0
4,0,1,170,51.3,1,29.1,1
3,1,1,358,0.4,1,20.8,1
4,2,0,205,67.9,0,21.9,1
3,1,1,310,11.2,1,18.1,1
0,1,1,178,23.0,0,23.7,1
0,0,0,185,8.8,1,34.4,0
2,1,0,201,12.9,1,24.2,1
2,0,0,160,170.2,0,29.1,1
0,1,0,178,14.5,0,28.6,0
0,1,0,216,71.3,0,33.2,1
3,2,0,312,44.4,1,20.4,1
0,0,0,201,0.4,1,33.0,0
3,1,0,334,0.8,0,17.3,0
4,2,0,174,2.6,1,29.9,0
4,0,1,166,22.2,1,26.0,1
2,2,0,165,25.0,1,33.3,0
2,1,1,233,30.7,0,22.0,1
0,1,0,213,11.6,1,26.8,0
0,2,0,179,11.3,1,25.5,0
3,2,0,295,7.9,1,17.4,0
3,2,0,324,11.1,1,17.7,0
3,2,1,338,31.7,1,17.9,1
0,2,0,224,201.3,0,29.9,1
4,2,0,154,23.7,0,26.8,0
0,0,0,169,18.6,1,24.6,0
1,0,1,206,25.6,1,31.6,1
2,2,1,189,11.2,1,29.8,0
4,2,0,189,44.9,0,29.8,1
2,0,1,145,3.3,1,29.4,0
3,2,0,351,14.7,1,15.7,0
2,0,0,178,29.6,1,30.0,0
3,0,0,318,1.7,0,22.8,0
1,2,0,190,60.0,0,29.1,1
1,1,0,192,52.6,0,29.8,0
1,2,0,175,6.9,1,22.7,0
2,0,0,149,164.9,0,28.2,0
3,1,1,366,12.3,0,20.3,1
4,2,0,188,42.5,0,25.6,1
4,0,0,202,0.1,0,27.8,0
2,1,0,168,85.1,1,30.8,1
2,2,0,177,14.0,0,28.7,0
2,0,1,156,11.9,0,23.9,0
2,0,1,206,159.0,0,28.5,1
1,1,0,161,5.1,0,32.3,0
4,0,0,202,18.1,0,28.1,1
4,0,0,212,0.8,0,31.8,0
2,0,0,164,81.4,0,20.9,1
3,1,0,331,33.3,0,18.0,1
4,0,0,180,25.5,0,27.5,0
1,1,1,169,18.9,1,25.7,1
2,0,0,147,5.9,1,30.8,0
3,1,1,300,10.3,0,23.9,1
2,1,0,201,0.8,1,28.2,0
3,2,0,310,9.0,0,21.8,0
2,1,1,175,80.9,0,29.9,1
0,1,0,182,54.7,0,24.4,1
2,1,0,162,8.3,1,31.5,0
3,0,1,325,30.0,0,24.0,1
3,1,1,312,10.3,1,22.1,0
2,1,0,140,17.5,1,28.1,1
0,2,1,215,48.1,1,32.2,1
1,1,0,189,0.6,1,27.2,0
1,0,1,146,139.4,1,23.0,1
0,0,0,186,78.8,1,26.4,0
4,0,1,202,49.2,0,31.9,1
0,2,1,178,10.9,0,27.0,0
0,0,0,98,5.4,1,26.1,0
4,2,0,164,5.4,1,27.0,0
2,2,0,184,2.9,1,24.7,0
2,0,1,152,6.8,1,26.8,1
4,0,0,178,59.5,1,26.0,1
3,0,0,337,9.4,1,22.7,0
3,0,1,327,1.2,1,20.3,1
1,0,0,216,8.4,1,33.5,0
4,1,0,168,136.8,0,28.5,1
4,0,0,176,71.7,0,32.1,1
3,2,0,322,9.7,1,19.2,0
0,1,1,171,1.8,1,28.6,0
1,0,0,192,3.2,1,28.9,0
3,2,0,301,2.6,1,20.8,0
4,0,0,184,25.9,1,28.5,0
2,0,1,172,2.4,0,26.2,1
3,1,0,321,3.3,0,22.2,0
4,1,0,215,20.4,1,33.9,0
0,1,1,152,13.5,1,30.2,1
2,1,0,136,150.6,1,29.4,0
0,0,0,220,28.3,1,31.5,0
3,0,0,337,13.0,0,22.7,1
0,2,0,188,6.8,1,26.0,0
3,0,0,320,27.2,0,22.5,0
1,2,0,165,68.8,1,28.4,1
3,0,0,306,0.4,0,25.6,0
4,2,1,194,96.7,0,25.1,1
4,0,1,184,11.9,1,28.1,1
3,1,1,304,11.6,0,24.3,1
4,2,1,171,1.0,0,27.2,0
4,2,0,156,10.6,0,27.5,0
2,0,0,191,2.3,1,29.9,0
1,0,0,208,133.8,1,22.0,0
3,1,0,345,2.9,1,16.0,1
4,0,1,164,27.1,1,30.7,1
2,0,1,232,27.1,1,32.7,1
0,2,1,164,6.4,0,19.8,0
4,0,0,196,50.1,0,26.2,1
4,1,1,212,16.2,1,24.8,1
3,2,0,316,0.2,0,26.3,0
4,1,0,140,158.3,0,27.4,1
3,0,1,317,10.1,1,20.2,1
1,2,0,113,61.7,0,26.7,1
4,0,0,156,95.4,0,24.9,1
2,0,1,219,11.4,0,23.6,1
3,1,0,320,55.9,0,23.4,1
4,0,0,220,22.1,0,30.9,1
4,0,1,242,89.5,0,32.2,1
3,0,1,294,8.6,0,20.1,1
0,2,1,143,68.9,0,28.9,1
1,0,0,198,29.9,0,28.3,0
0,2,0,209,109.4,1,28.6,1
0,0,0,134,44.1,1,27.5,1
2,2,1,178,3.3,1,22.8,0
4,1,1,212,0.0,1,24.3,0
0,0,1,199,30.6,0,28.7,0
1,1,1,142,34.8,1,26.6,0
3,1,1,324,3.3,1,22.7,0
1,0,0,150,10.8,1,34.6,0
3,0,0,295,14.5,1,15.0,0
3,2,1,327,6.9,0,17.4,0
4,1,0,193,22.5,1,32.3,0
3,0,1,309,5.6,0,21.2,0
1,0,1,203,19.0,1,25.0,0
2,1,0,126,8.8,1,30.8,0
4,2,1,182,25.8,0,28.9,1
1,0,0,165,45.5,0,33.9,1
2,1,0,198,10.7,0,25.3,0
1,0,0,176,30.9,1,30.7,0
3,0,1,337,23.1,1,18.9,1
0,1,0,182,2.3,1,28.8,0
2,1,0,186,26.2,0,31.0,1
2,0,0,179,25.1,1,31.1,0
0,1,0,186,31.3,1,31.6,0
3,1,1,327,1.0,0,19.0,1
0,0,0,195,20.4,1,27.3,0
1,0,0,186,30.8,1,27.0,0
0,0,0,149,7.3,1,28.7,0
4,2,0,146,70.4,0,24.4,1
1,2,0,159,62.0,1,26.3,1
0,1,0,173,34.8,1,33.3,0
0,0,0,172,116.3,0,27.5,1
4,1,0,151,26.9,0,27.0,1
0,1,0,195,14.6,0,32.3,0
3,0,1,339,14.9,1,19.7,1
4,1,1,148,2.9,1,27.1,0
0,0,0,141,20.4,1,22.0,0
3,0,0,292,37.0,0,14.4,1
3,0,0,330,34.6,0,22.0,1
1,2,1,201,2.0,1,25.0,0
2,0,1,190,4.4,1,20.2,0
4,2,0,168,55.7,0,26.2,0
1,2,1,131,84.6,1,30.2,1
2,0,0,218,4.0,0,31.2,0
4,2,0,194,31.0,0,29.5,1
1,0,0,207,19.9,0,29.8,0
2,0,0,136,204.7,0,30.2,1
0,2,0,200,29.4,1,26.5,0
3,1,1,317,3.5,1,20.9,0
2,2,1,157,65.7,0,30.3,1
2,2,1,141,64.4,0,23.8,0
0,2,0,157,25.3,1,29.1,1
1,0,0,151,22.3,1,30.1,0
1,0,0,172,47.7,1,24.9,1
